ID,Word,Word_Position,Similarity,Model
CAM-666,horse,20,0.5894289016723633,word2vec
CAM-666,horse,21,0.5487285852432251,word2vec
CAM-666,horse,22,0.5802569389343262,word2vec
CAM-666,horse,23,0.49931225180625916,word2vec
CAM-666,horse,24,0.6905589699745178,word2vec
CAM-666,horse,25,0.47912871837615967,word2vec
CAN-667,rooster,2,0.6809057593345642,word2vec
CAN-667,rooster,3,0.7247676253318787,word2vec
CAN-667,rooster,4,0.874578595161438,word2vec
CAN-667,rooster,5,0.0,word2vec
CAN-667,rooster,6,0.0,word2vec
CAN-667,rooster,7,0.5654594898223877,word2vec
CAN-667,rooster,8,0.47912871837615967,word2vec
CAN-667,rooster,9,0.7289425134658813,word2vec
CAN-667,rooster,10,0.7064537405967712,word2vec
CAN-667,rooster,11,0.42391544580459595,word2vec
CAN-667,rooster,12,0.5494329929351807,word2vec
CAN-667,rooster,13,0.7113120555877686,word2vec
CAN-667,rooster,14,0.6809057593345642,word2vec
CAN-667,rooster,15,0.6076112985610962,word2vec
CAN-667,rooster,16,0.6272106170654297,word2vec
CAN-667,rooster,17,0.6114731431007385,word2vec
CAN-667,rooster,18,0.6662911176681519,word2vec
CAP-671,flamingo,2,0.0,word2vec
CAP-671,flamingo,3,0.0,word2vec
CAP-671,flamingo,4,0.0,word2vec
CAP-671,flamingo,5,0.0,word2vec
CAP-671,flamingo,6,0.0,word2vec
CAP-671,flamingo,7,0.0,word2vec
CAP-671,flamingo,8,0.0,word2vec
CAP-671,flamingo,9,0.0,word2vec
CAP-671,flamingo,10,0.0,word2vec
CAP-671,flamingo,11,0.0,word2vec
CAP-671,flamingo,12,0.0,word2vec
CAP-671,flamingo,13,0.0,word2vec
CAP-671,flamingo,14,0.0,word2vec
CAP-671,flamingo,15,0.0,word2vec
CAP-671,flamingo,16,0.0,word2vec
CAP-671,flamingo,17,0.0,word2vec
CAP-671,flamingo,18,0.0,word2vec
CAP-671,flamingo,19,0.0,word2vec
CAQ-672,crocodile,2,0.0,word2vec
CAQ-672,crocodile,3,0.6023296117782593,word2vec
CAQ-672,crocodile,4,0.5860888957977295,word2vec
CAQ-672,crocodile,5,0.4384984076023102,word2vec
CAQ-672,crocodile,6,0.746105432510376,word2vec
CAQ-672,crocodile,7,0.7297517657279968,word2vec
CAQ-672,crocodile,8,0.45570001006126404,word2vec
CAQ-672,crocodile,9,0.5697343349456787,word2vec
CAQ-672,crocodile,10,0.6741070747375488,word2vec
CAQ-672,crocodile,11,0.618500828742981,word2vec
CAQ-672,crocodile,12,0.6052271723747253,word2vec
CAQ-672,crocodile,13,0.6995598673820496,word2vec
CAQ-672,crocodile,14,0.6058037281036377,word2vec
CAQ-672,crocodile,15,0.6324777603149414,word2vec
CAQ-672,crocodile,16,0.6102215051651001,word2vec
CAQ-672,crocodile,17,0.584954023361206,word2vec
CAQ-672,crocodile,18,0.6395347714424133,word2vec
CAQ-672,crocodile,19,0.608407199382782,word2vec
CAQ-672,crocodile,20,0.5916584730148315,word2vec
CAQ-672,crocodile,21,0.7154936790466309,word2vec
CAQ-672,crocodile,22,0.0,word2vec
CAQ-672,crocodile,23,0.6885340809822083,word2vec
CAR-673,antelope,2,0.0,word2vec
CAR-673,antelope,3,0.6005211472511292,word2vec
CAR-673,antelope,4,0.7334882020950317,word2vec
CAR-673,antelope,5,0.0,word2vec
CAR-673,antelope,6,0.731299877166748,word2vec
CAR-673,antelope,7,0.6272106170654297,word2vec
CAR-673,antelope,8,0.5860979557037354,word2vec
CAR-673,antelope,9,0.5160838961601257,word2vec
CAR-673,antelope,10,0.7492254376411438,word2vec
CAR-673,antelope,11,0.6402870416641235,word2vec
CAR-673,antelope,12,0.5002570748329163,word2vec
CAR-673,antelope,13,0.0,word2vec
CAR-673,antelope,14,0.0,word2vec
CAR-673,antelope,15,0.601706862449646,word2vec
CAR-673,antelope,16,0.0,word2vec
CAR-673,antelope,17,0.0,word2vec
CAR-673,antelope,18,0.6779565811157227,word2vec
CAR-673,antelope,19,0.6005211472511292,word2vec
CAR-673,antelope,20,0.0,word2vec
CAR-673,antelope,21,0.7016308903694153,word2vec
CAR-673,antelope,22,0.7249014377593994,word2vec
CAR-673,antelope,23,0.6917924880981445,word2vec
CAS-674,kangaroo,2,0.874578595161438,word2vec
CAS-674,kangaroo,3,0.5811393857002258,word2vec
CAS-674,kangaroo,4,0.44646331667900085,word2vec
CAS-674,kangaroo,5,0.45622825622558594,word2vec
CAS-674,kangaroo,6,0.0,word2vec
CAS-674,kangaroo,7,0.690041720867157,word2vec
CAS-674,kangaroo,8,0.5880412459373474,word2vec
CAS-674,kangaroo,9,0.0,word2vec
CAS-674,kangaroo,10,0.48569822311401367,word2vec
CAS-674,kangaroo,11,0.6809057593345642,word2vec
CAS-674,kangaroo,12,0.7247676253318787,word2vec
CAS-674,kangaroo,13,0.613396406173706,word2vec
CAS-674,kangaroo,14,0.6185643672943115,word2vec
CAS-674,kangaroo,15,0.6227430701255798,word2vec
CAS-674,kangaroo,16,0.7511122226715088,word2vec
CAS-674,kangaroo,17,0.0,word2vec
CAS-674,kangaroo,18,0.618500828742981,word2vec
CAS-674,kangaroo,19,0.6585597395896912,word2vec
CAS-674,kangaroo,20,0.47699078917503357,word2vec
CAS-674,kangaroo,21,0.6098253726959229,word2vec
CAU-667,ox,2,0.0,word2vec
CAU-667,ox,3,0.0,word2vec
CAU-667,ox,4,0.0,word2vec
CAU-667,ox,5,0.0,word2vec
CAU-667,ox,6,0.0,word2vec
CAU-667,ox,7,0.5187093019485474,word2vec
CAU-667,ox,8,0.414548397064209,word2vec
CAU-667,ox,9,0.531017005443573,word2vec
CAU-667,ox,10,0.0,word2vec
CAU-667,ox,11,0.49935266375541687,word2vec
CAU-667,ox,12,0.5806138515472412,word2vec
CAU-667,ox,13,0.0,word2vec
CAU-667,ox,14,0.42450037598609924,word2vec
CAU-667,ox,15,0.6481893062591553,word2vec
CAU-667,ox,16,0.4412071108818054,word2vec
CAU-667,ox,17,0.0,word2vec
CAU-667,ox,18,0.4158622622489929,word2vec
CAU-667,ox,19,0.4158622622489929,word2vec
CAU-667,ox,20,0.0,word2vec
CAU-667,ox,21,0.0,word2vec
CAU-667,ox,22,0.0,word2vec
CAU-667,ox,23,0.5903835892677307,word2vec
CAU-667,ox,24,0.4665096402168274,word2vec
CAU-667,ox,25,0.5321625471115112,word2vec
CAU-667,ox,26,0.0,word2vec
CAU-667,ox,27,0.0,word2vec
CAU-667,ox,28,0.5572814345359802,word2vec
CAU-667,ox,29,0.0,word2vec
CAU-667,ox,30,0.0,word2vec
CAU-667,ox,31,0.5226597785949707,word2vec
CAU-667,ox,32,0.575667142868042,word2vec
CAU-667,ox,33,0.5111138224601746,word2vec
CAU-667,ox,34,0.0,word2vec
CAU-667,ox,35,0.0,word2vec
CAU-667,ox,36,0.35188043117523193,word2vec
CAU-667,ox,37,0.30411380529403687,word2vec
CAU-667,ox,38,0.47845155000686646,word2vec
CAU-667,ox,39,0.5293753147125244,word2vec
CAU-667,ox,40,0.452400803565979,word2vec
CAU-667,ox,41,0.4683479070663452,word2vec
CAV-678,pony,2,0.874578595161438,word2vec
CAV-678,pony,3,0.6776697635650635,word2vec
CAV-678,pony,4,0.731299877166748,word2vec
CAV-678,pony,5,0.601244330406189,word2vec
CAV-678,pony,6,0.0,word2vec
CAV-678,pony,7,0.8069136142730713,word2vec
CAV-678,pony,8,0.7602704763412476,word2vec
CAV-678,pony,9,0.56627357006073,word2vec
CAV-678,pony,10,0.0,word2vec
CAV-678,pony,11,0.601244330406189,word2vec
CAV-678,pony,12,0.0,word2vec
CAV-678,pony,13,0.3549443483352661,word2vec
CAV-678,pony,14,0.25956016778945923,word2vec
CAV-678,pony,15,0.678636372089386,word2vec
CAV-678,pony,16,0.6798916459083557,word2vec
CAV-678,pony,17,0.6092676520347595,word2vec
CAV-678,pony,18,0.0,word2vec
CAV-678,pony,19,0.0,word2vec
CAV-678,pony,20,0.0,word2vec
CAV-678,pony,21,0.5839517116546631,word2vec
CAV-678,pony,22,0.6741070747375488,word2vec
CAV-678,pony,23,0.6552670001983643,word2vec
CAV-678,pony,24,0.0,word2vec
CAV-678,pony,25,0.6775875091552734,word2vec
CAV-678,pony,26,0.6441090106964111,word2vec
CAV-678,pony,27,0.5240866541862488,word2vec
CAV-678,pony,28,0.6057278513908386,word2vec
CAY-681,bluejay,2,0.37510621547698975,word2vec
CAY-681,bluejay,3,0.46172061562538147,word2vec
CAY-681,bluejay,4,0.0,word2vec
CAY-681,bluejay,5,0.3549443483352661,word2vec
CAY-681,bluejay,6,0.3720655143260956,word2vec
CAY-681,bluejay,7,0.5622663497924805,word2vec
CAY-681,bluejay,8,0.0,word2vec
CAY-681,bluejay,9,0.3557337820529938,word2vec
CAY-681,bluejay,10,0.4706559181213379,word2vec
CAY-681,bluejay,11,0.32956916093826294,word2vec
CAY-681,bluejay,12,0.2654626965522766,word2vec
CAY-681,bluejay,13,0.5070786476135254,word2vec
CAY-681,bluejay,14,0.5070786476135254,word2vec
CAY-681,bluejay,15,0.30535534024238586,word2vec
CAY-681,bluejay,16,0.42897289991378784,word2vec
CAY-681,bluejay,17,0.42897289991378784,word2vec
CAY-681,bluejay,18,0.39504891633987427,word2vec
CAY-681,bluejay,19,0.0,word2vec
CAY-681,bluejay,20,0.3411751091480255,word2vec
CAY-681,bluejay,21,0.3232848048210144,word2vec
CAY-681,bluejay,22,0.35761159658432007,word2vec
CAY-681,bluejay,23,0.0,word2vec
CBD-686,horse,2,0.0,word2vec
CBD-686,horse,3,0.8378177881240845,word2vec
CBD-686,horse,4,0.5997270345687866,word2vec
CBD-686,horse,5,0.0,word2vec
CBD-686,horse,6,0.0,word2vec
CBD-686,horse,7,0.7334882020950317,word2vec
CBD-686,horse,8,0.5599294900894165,word2vec
CBD-686,horse,9,0.2532109022140503,word2vec
CBD-686,horse,10,0.4958711266517639,word2vec
CBD-686,horse,11,0.6351900696754456,word2vec
CBD-686,horse,12,0.5690752267837524,word2vec
CBD-686,horse,13,0.6707205772399902,word2vec
CBD-686,horse,14,0.7297517657279968,word2vec
CBD-686,horse,15,0.6707205772399902,word2vec
CBD-686,horse,16,0.43510788679122925,word2vec
CBD-686,horse,17,0.0,word2vec
CBD-686,horse,18,0.5186876654624939,word2vec
CBD-686,horse,19,0.6830238103866577,word2vec
CBD-686,horse,20,0.4965343475341797,word2vec
CBD-686,horse,21,0.43372124433517456,word2vec
CBD-686,horse,22,0.5650017261505127,word2vec
CBF-691,eel,2,0.874578595161438,word2vec
CBF-691,eel,3,0.5540715456008911,word2vec
CBF-691,eel,4,0.731299877166748,word2vec
CBF-691,eel,5,0.0,word2vec
CBF-691,eel,6,0.7602704763412476,word2vec
CBF-691,eel,7,0.8069136142730713,word2vec
CBF-691,eel,8,0.25956016778945923,word2vec
CBF-691,eel,9,0.6092676520347595,word2vec
CBF-691,eel,10,0.3549443483352661,word2vec
CBF-691,eel,11,0.0,word2vec
CBF-691,eel,12,0.0,word2vec
CBF-691,eel,13,0.0,word2vec
CBF-691,eel,14,0.773449718952179,word2vec
CBF-691,eel,15,0.7245510816574097,word2vec
CBF-691,eel,16,0.7003284692764282,word2vec
CBF-691,eel,17,0.732719898223877,word2vec
CBF-691,eel,18,0.5106920003890991,word2vec
CBF-691,eel,19,0.514157235622406,word2vec
CBH-693,crocodile,2,0.874578595161438,word2vec
CBH-693,crocodile,3,0.5540715456008911,word2vec
CBH-693,crocodile,4,0.48881614208221436,word2vec
CBH-693,crocodile,5,0.5149099230766296,word2vec
CBH-693,crocodile,6,0.601244330406189,word2vec
CBH-693,crocodile,7,0.6862961053848267,word2vec
CBH-693,crocodile,8,0.6741070747375488,word2vec
CBH-693,crocodile,9,0.6212512850761414,word2vec
CBH-693,crocodile,10,0.3549443483352661,word2vec
CBH-693,crocodile,11,0.25956016778945923,word2vec
CBH-693,crocodile,12,0.56627357006073,word2vec
CBH-693,crocodile,13,0.56627357006073,word2vec
CBH-693,crocodile,14,0.6343207359313965,word2vec
CBH-693,crocodile,15,0.0,word2vec
CBH-693,crocodile,16,0.7184138298034668,word2vec
CBH-693,crocodile,17,0.0,word2vec
CBH-693,crocodile,18,0.6776697635650635,word2vec
CBH-693,crocodile,19,0.5262541174888611,word2vec
CBH-693,crocodile,20,0.7398977279663086,word2vec
CBH-693,crocodile,21,0.0,word2vec
CBH-693,crocodile,22,0.8069136142730713,word2vec
CBH-693,crocodile,23,0.7602704763412476,word2vec
CBH-693,crocodile,24,0.6552670001983643,word2vec
CBJ-697,zebra,2,0.8378177881240845,word2vec
CBJ-697,zebra,3,0.0,word2vec
CBJ-697,zebra,4,0.5997270345687866,word2vec
CBJ-697,zebra,5,0.43791764974594116,word2vec
CBJ-697,zebra,6,0.4521372616291046,word2vec
CBJ-697,zebra,7,0.6809057593345642,word2vec
CBJ-697,zebra,8,0.8069136142730713,word2vec
CBJ-697,zebra,9,0.5436961650848389,word2vec
CBJ-697,zebra,10,0.0,word2vec
CBJ-697,zebra,11,0.657303512096405,word2vec
CBJ-697,zebra,12,0.0,word2vec
CBJ-697,zebra,13,0.7334882020950317,word2vec
CBJ-697,zebra,14,0.0,word2vec
CBJ-697,zebra,15,0.0,word2vec
CBJ-697,zebra,16,0.0,word2vec
CBJ-697,zebra,17,0.0,word2vec
CBJ-697,zebra,18,0.0,word2vec
CBJ-697,zebra,19,0.0,word2vec
CBJ-697,zebra,20,0.4882243573665619,word2vec
CBJ-697,zebra,21,0.3586200475692749,word2vec
CBJ-697,zebra,22,0.0,word2vec
CBJ-697,zebra,23,0.0,word2vec
CBL-698,beetle,2,0.0,word2vec
CBL-698,beetle,3,0.0,word2vec
CBL-698,beetle,4,0.0,word2vec
CBL-698,beetle,5,0.0,word2vec
CBL-698,beetle,6,0.0,word2vec
CBL-698,beetle,7,0.0,word2vec
CBL-698,beetle,8,0.0,word2vec
CBL-698,beetle,9,0.0,word2vec
CBL-698,beetle,10,0.0,word2vec
CBL-698,beetle,11,0.0,word2vec
CBL-698,beetle,12,0.0,word2vec
CBL-698,beetle,13,0.0,word2vec
CBL-698,beetle,14,0.0,word2vec
CBL-698,beetle,15,0.0,word2vec
CBL-698,beetle,16,0.0,word2vec
CBL-698,beetle,17,0.0,word2vec
CBL-698,beetle,18,0.0,word2vec
CBL-698,beetle,19,0.0,word2vec
CBL-698,beetle,20,0.0,word2vec
CBL-698,beetle,21,0.0,word2vec
CBM-702,dinosaur,2,0.47563016414642334,word2vec
CBM-702,dinosaur,3,0.8378177881240845,word2vec
CBM-702,dinosaur,4,0.3746528625488281,word2vec
CBM-702,dinosaur,5,0.0,word2vec
CBM-702,dinosaur,6,0.0,word2vec
CBM-702,dinosaur,7,0.7459732294082642,word2vec
CBM-702,dinosaur,8,0.5972527265548706,word2vec
CBM-702,dinosaur,9,0.0,word2vec
CBM-702,dinosaur,10,0.729810893535614,word2vec
CBM-702,dinosaur,11,0.636741578578949,word2vec
CBM-702,dinosaur,12,0.0,word2vec
CBM-702,dinosaur,13,0.5953929424285889,word2vec
CBM-702,dinosaur,14,0.0,word2vec
CBM-702,dinosaur,15,0.7602704763412476,word2vec
CBM-702,dinosaur,16,0.7247676253318787,word2vec
CBM-702,dinosaur,17,0.0,word2vec
CBM-702,dinosaur,18,0.729810893535614,word2vec
CBM-702,dinosaur,19,0.0,word2vec
CBM-702,dinosaur,20,0.6971485614776611,word2vec
CBM-702,dinosaur,21,0.6123183965682983,word2vec
CBM-702,dinosaur,22,0.19582603871822357,word2vec
CBM-702,dinosaur,23,0.6031234860420227,word2vec
CBM-702,dinosaur,24,0.41216492652893066,word2vec
CBM-702,dinosaur,25,0.6086235642433167,word2vec
CBM-702,dinosaur,26,0.4014841318130493,word2vec
CBM-702,dinosaur,27,0.0,word2vec
CBP-707,gorilla,2,0.6984894275665283,word2vec
CBP-707,gorilla,3,0.694382905960083,word2vec
CBP-707,gorilla,4,0.6153357028961182,word2vec
CBP-707,gorilla,5,0.4719235301017761,word2vec
CBP-707,gorilla,6,0.5728739500045776,word2vec
CBP-707,gorilla,7,0.7227680087089539,word2vec
CBP-707,gorilla,8,0.5708089470863342,word2vec
CBP-707,gorilla,9,0.5131059885025024,word2vec
CBP-707,gorilla,10,0.0,word2vec
CBP-707,gorilla,11,0.15280120074748993,word2vec
CBP-707,gorilla,12,0.4719235301017761,word2vec
CBP-707,gorilla,13,0.35188043117523193,word2vec
CBP-707,gorilla,14,0.44955000281333923,word2vec
CBP-707,gorilla,15,0.4221499562263489,word2vec
CBP-707,gorilla,16,0.48472926020622253,word2vec
CBP-707,gorilla,17,0.0,word2vec
CBP-707,gorilla,18,0.0,word2vec
CBP-707,gorilla,19,0.5023159980773926,word2vec
CBP-707,gorilla,20,0.0,word2vec
CBP-707,gorilla,21,0.555356502532959,word2vec
CBP-707,gorilla,22,0.6728172302246094,word2vec
CBP-707,gorilla,23,0.5703510642051697,word2vec
CBP-707,gorilla,24,0.5806039571762085,word2vec
CBP-707,gorilla,25,0.4700397253036499,word2vec
CBP-707,gorilla,26,0.5708089470863342,word2vec
CBP-707,gorilla,27,0.5876112580299377,word2vec
CBP-707,gorilla,28,0.3026689887046814,word2vec
CBS-711,toucan,2,0.41216492652893066,word2vec
CBS-711,toucan,3,0.4228437542915344,word2vec
CBS-711,toucan,4,0.0,word2vec
CBS-711,toucan,5,0.0,word2vec
CBS-711,toucan,6,0.39972180128097534,word2vec
CBS-711,toucan,7,0.41216492652893066,word2vec
CBS-711,toucan,8,0.4623648524284363,word2vec
CBS-711,toucan,9,0.38151293992996216,word2vec
CBS-711,toucan,10,0.4579886198043823,word2vec
CBS-711,toucan,11,0.4206734001636505,word2vec
CBS-711,toucan,12,0.0,word2vec
CBS-711,toucan,13,0.0,word2vec
CBS-711,toucan,14,0.39506059885025024,word2vec
CBS-711,toucan,15,0.0,word2vec
CBS-711,toucan,16,0.0,word2vec
CBS-711,toucan,17,0.3790627121925354,word2vec
CBS-711,toucan,18,0.0,word2vec
CBS-711,toucan,19,0.56627357006073,word2vec
CBS-711,toucan,20,0.48569822311401367,word2vec
CBS-711,toucan,21,0.454102486371994,word2vec
CBS-711,toucan,22,0.4384984076023102,word2vec
CBS-711,toucan,23,0.4895695447921753,word2vec
CBS-711,toucan,24,0.0,word2vec
CBW-715,bee,2,0.527837336063385,word2vec
CBW-715,bee,3,0.6775875091552734,word2vec
CBW-715,bee,4,0.5860321521759033,word2vec
CBW-715,bee,5,0.715330958366394,word2vec
CBW-715,bee,6,0.7989250421524048,word2vec
CBW-715,bee,7,0.494057297706604,word2vec
CBW-715,bee,8,0.45621275901794434,word2vec
CBW-715,bee,9,0.2477778196334839,word2vec
CBW-715,bee,10,0.0,word2vec
CBW-715,bee,11,0.5650017261505127,word2vec
CBW-715,bee,12,0.4782335162162781,word2vec
CBW-715,bee,13,0.0,word2vec
CBW-715,bee,14,0.5317621231079102,word2vec
CBW-715,bee,15,0.18018725514411926,word2vec
CBW-715,bee,16,0.5403168201446533,word2vec
CBW-715,bee,17,0.5244020223617554,word2vec
CBW-715,bee,18,0.32464224100112915,word2vec
CCB-720,leopard,2,0.0,word2vec
CCB-720,leopard,3,0.0,word2vec
CCB-720,leopard,4,0.0,word2vec
CCB-720,leopard,5,0.0,word2vec
CCB-720,leopard,6,0.0,word2vec
CCB-720,leopard,7,0.0,word2vec
CCB-720,leopard,8,0.0,word2vec
CCB-720,leopard,9,0.0,word2vec
CCB-720,leopard,10,0.0,word2vec
CCB-720,leopard,11,0.0,word2vec
CCB-720,leopard,12,0.0,word2vec
CCB-720,leopard,13,0.0,word2vec
CCB-720,leopard,14,0.0,word2vec
CCC-721,bird,2,0.874578595161438,word2vec
CCC-721,bird,3,0.8069136142730713,word2vec
CCC-721,bird,4,0.7602704763412476,word2vec
CCC-721,bird,5,0.0,word2vec
CCC-721,bird,6,0.5240866541862488,word2vec
CCC-721,bird,7,0.5540715456008911,word2vec
CCC-721,bird,8,0.0,word2vec
CCC-721,bird,9,0.8046120405197144,word2vec
CCC-721,bird,10,0.8129379153251648,word2vec
CCC-721,bird,11,0.0,word2vec
CCC-721,bird,12,0.5902036428451538,word2vec
CCC-721,bird,13,0.7099729776382446,word2vec
CCC-721,bird,14,0.6661617755889893,word2vec
CCC-721,bird,15,0.6776697635650635,word2vec
CCD-722,kangaroo,2,0.874578595161438,word2vec
CCD-722,kangaroo,3,0.6775875091552734,word2vec
CCD-722,kangaroo,4,0.7042286396026611,word2vec
CCD-722,kangaroo,5,0.43312209844589233,word2vec
CCD-722,kangaroo,6,0.6338977217674255,word2vec
CCD-722,kangaroo,7,0.5217000246047974,word2vec
CCD-722,kangaroo,8,0.0,word2vec
CCD-722,kangaroo,9,0.731299877166748,word2vec
CCD-722,kangaroo,10,0.0,word2vec
CCD-722,kangaroo,11,0.0,word2vec
CCD-722,kangaroo,12,0.7072902917861938,word2vec
CCD-722,kangaroo,13,0.7602704763412476,word2vec
CCD-722,kangaroo,14,0.8069136142730713,word2vec
CCD-722,kangaroo,15,0.56627357006073,word2vec
CCD-722,kangaroo,16,0.25956016778945923,word2vec
CCD-722,kangaroo,17,0.536238431930542,word2vec
CCD-722,kangaroo,18,0.3549443483352661,word2vec
CCD-722,kangaroo,19,0.7184138298034668,word2vec
CCD-722,kangaroo,20,0.7206932306289673,word2vec
CCD-722,kangaroo,21,0.0,word2vec
CCD-722,kangaroo,22,0.5149099230766296,word2vec
CCD-722,kangaroo,23,0.0,word2vec
CCD-722,kangaroo,24,0.2564948499202728,word2vec
CCD-722,kangaroo,25,0.0,word2vec
CCD-722,kangaroo,26,0.0,word2vec
CCD-722,kangaroo,27,0.732719898223877,word2vec
CCD-722,kangaroo,28,0.7245510816574097,word2vec
CCD-722,kangaroo,29,0.601244330406189,word2vec
CCF-724,seal,2,0.0,word2vec
CCF-724,seal,3,0.0,word2vec
CCF-724,seal,4,0.0,word2vec
CCF-724,seal,5,0.0,word2vec
CCF-724,seal,6,0.0,word2vec
CCF-724,seal,7,0.0,word2vec
CCF-724,seal,8,0.0,word2vec
CCF-724,seal,9,0.0,word2vec
CCF-724,seal,10,0.0,word2vec
CCF-724,seal,11,0.0,word2vec
CCF-724,seal,12,0.0,word2vec
CCF-724,seal,13,0.0,word2vec
CCF-724,seal,14,0.0,word2vec
CCF-724,seal,15,0.0,word2vec
CCF-724,seal,16,0.0,word2vec
CCF-724,seal,17,0.0,word2vec
CCF-724,seal,18,0.0,word2vec
CCH-726,lion,2,0.0,word2vec
CCH-726,lion,3,0.0,word2vec
CCH-726,lion,4,0.0,word2vec
CCH-726,lion,5,0.0,word2vec
CCH-726,lion,6,0.0,word2vec
CCH-726,lion,7,0.0,word2vec
CCH-726,lion,8,0.0,word2vec
CCH-726,lion,9,0.0,word2vec
CCH-726,lion,10,0.0,word2vec
CCH-726,lion,11,0.0,word2vec
CCH-726,lion,12,0.0,word2vec
CCH-726,lion,13,0.0,word2vec
CCH-726,lion,14,0.0,word2vec
CCH-726,lion,15,0.0,word2vec
CCH-726,lion,16,0.0,word2vec
CCH-726,lion,17,0.0,word2vec
CCH-726,lion,18,0.0,word2vec
CCH-726,lion,19,0.0,word2vec
CCH-726,lion,20,0.0,word2vec
CCH-726,lion,21,0.0,word2vec
CCH-726,lion,22,0.0,word2vec
CCH-726,lion,23,0.0,word2vec
CCL-730,bird,2,0.874578595161438,word2vec
CCL-730,bird,3,0.5487285852432251,word2vec
CCL-730,bird,4,0.5845457911491394,word2vec
CCL-730,bird,5,0.5845457911491394,word2vec
CCL-730,bird,6,0.6809057593345642,word2vec
CCL-730,bird,7,0.0,word2vec
CCL-730,bird,8,0.7247676253318787,word2vec
CCL-730,bird,9,0.6272106170654297,word2vec
CCL-730,bird,10,0.48569822311401367,word2vec
CCL-730,bird,11,0.6098253726959229,word2vec
CCL-730,bird,12,0.45622825622558594,word2vec
CCL-730,bird,13,0.5811393857002258,word2vec
CCL-730,bird,14,0.0,word2vec
CCL-730,bird,15,0.5482908487319946,word2vec
CCL-730,bird,16,0.613219141960144,word2vec
CCL-730,bird,17,0.7247676253318787,word2vec
CCL-730,bird,18,0.7043970227241516,word2vec
CCL-730,bird,19,0.0,word2vec
CCL-730,bird,20,0.5789021253585815,word2vec
CCL-730,bird,21,0.7629483342170715,word2vec
CCL-730,bird,22,0.7996427416801453,word2vec
CCL-730,bird,23,0.6751185059547424,word2vec
CCL-730,bird,24,0.7113120555877686,word2vec
