Word1,Word2,Similarity,Model
lizard,seal,0.4373103380203247,word2vec
lizard,seal,0.4348835051059723,speech2vec
lizard,panda,0.0,word2vec
lizard,panda,0.0,speech2vec
lizard,mule,0.4166834056377411,word2vec
lizard,mule,0.4367625117301941,speech2vec
lizard,koala,0.0,word2vec
lizard,koala,0.0,speech2vec
lizard,lemur,0.0,word2vec
lizard,lemur,0.0,speech2vec
lizard,ring_tailed,0.0,word2vec
lizard,ring_tailed,0.0,speech2vec
lizard,wallaby,0.0,word2vec
lizard,wallaby,0.0,speech2vec
lizard,rhino,0.0,word2vec
lizard,rhino,0.0,speech2vec
lizard,stork,0.680935263633728,word2vec
lizard,stork,0.4408704340457916,speech2vec
lizard,fowl,0.5763847827911377,word2vec
lizard,fowl,0.33123481273651123,speech2vec
lizard,kudu,0.0,word2vec
lizard,kudu,0.0,speech2vec
lizard,donkey,0.6359381675720215,word2vec
lizard,donkey,0.5796279907226562,speech2vec
lizard,ox,0.5225333571434021,word2vec
lizard,ox,0.44439584016799927,speech2vec
lizard,pelican,0.0,word2vec
lizard,pelican,0.6081376671791077,speech2vec
lizard,grizzly,0.6019502878189087,word2vec
lizard,grizzly,0.48916012048721313,speech2vec
lizard,toucan,0.0,word2vec
lizard,toucan,0.0,speech2vec
lizard,ape,0.6574082970619202,word2vec
lizard,ape,0.5801825523376465,speech2vec
lizard,insect,0.6524505615234375,word2vec
lizard,insect,0.4531186819076538,speech2vec
lizard,ladybug,0.5392105579376221,word2vec
lizard,ladybug,0.5611491799354553,speech2vec
lizard,beetle,0.6790112853050232,word2vec
lizard,beetle,0.6447362899780273,speech2vec
lizard,worm,0.6743673086166382,word2vec
lizard,worm,0.5037288665771484,speech2vec
lizard,anteater,0.0,word2vec
lizard,anteater,0.0,speech2vec
lizard,human,0.4067107141017914,word2vec
lizard,human,0.4466671049594879,speech2vec
lizard,robin,0.48071354627609253,word2vec
lizard,robin,0.3915797472000122,speech2vec
lizard,cardinal,0.37430939078330994,word2vec
lizard,cardinal,0.31385338306427,speech2vec
lizard,UNKNOWN,0.0,word2vec
lizard,UNKNOWN,0.0,speech2vec
lizard,baboon,0.0,word2vec
lizard,baboon,0.608786940574646,speech2vec
lizard,girdle,0.46813496947288513,word2vec
lizard,girdle,0.5034573078155518,speech2vec
lizard,coyote,0.6742802858352661,word2vec
lizard,coyote,0.6032532453536987,speech2vec
lizard,walrus,0.5858865976333618,word2vec
lizard,walrus,0.5861983895301819,speech2vec
lizard,eel,0.5745042562484741,word2vec
lizard,eel,0.6872373223304749,speech2vec
lizard,camel,0.5959101319313049,word2vec
lizard,camel,0.5519570112228394,speech2vec
lizard,leopard,0.6913999319076538,word2vec
lizard,leopard,0.5963220596313477,speech2vec
lizard,parrot,0.6788294315338135,word2vec
lizard,parrot,0.6130062341690063,speech2vec
lizard,ferret,0.48483872413635254,word2vec
lizard,ferret,0.5809336304664612,speech2vec
lizard,jaguar,0.0,word2vec
lizard,jaguar,0.6880286335945129,speech2vec
lizard,beaver,0.6272095441818237,word2vec
lizard,beaver,0.42074939608573914,speech2vec
lizard,porcupine,0.5190731287002563,word2vec
lizard,porcupine,0.478286474943161,speech2vec
lizard,armadillo,0.0,word2vec
lizard,armadillo,0.0,speech2vec
lizard,chihuahua,0.0,word2vec
lizard,chihuahua,0.0,speech2vec
lizard,terrier,0.5989348888397217,word2vec
lizard,terrier,0.474488765001297,speech2vec
lizard,t_rex,0.0,word2vec
lizard,t_rex,0.0,speech2vec
lizard,lice,0.611231803894043,word2vec
lizard,lice,0.5451686382293701,speech2vec
lizard,stickforn,0.0,word2vec
lizard,stickforn,0.0,speech2vec
lizard,stickbug,0.0,word2vec
lizard,stickbug,0.0,speech2vec
lizard,stinkbug,0.0,word2vec
lizard,stinkbug,0.0,speech2vec
lizard,seagull,0.0,word2vec
lizard,seagull,0.0,speech2vec
lizard,pigeon,0.7476902008056641,word2vec
lizard,pigeon,0.5812472701072693,speech2vec
lizard,woodpecker,0.6815191507339478,word2vec
lizard,woodpecker,0.562208890914917,speech2vec
lizard,snail,0.6904904842376709,word2vec
lizard,snail,0.581217885017395,speech2vec
lizard,not_snails,0.0,word2vec
lizard,not_snails,0.0,speech2vec
lizard,goldfish,0.688730776309967,word2vec
lizard,goldfish,0.6311479806900024,speech2vec
lizard,reptile,0.6547338962554932,word2vec
lizard,reptile,0.527206301689148,speech2vec
lizard,hedgehog,0.6783124208450317,word2vec
lizard,hedgehog,0.690334677696228,speech2vec
lizard,dinosaur,0.0,word2vec
lizard,dinosaur,0.0,speech2vec
lizard,centipede,0.0,word2vec
lizard,centipede,0.5736044645309448,speech2vec
lizard,millipede,0.0,word2vec
lizard,millipede,0.0,speech2vec
lizard,puppy,0.5725409388542175,word2vec
lizard,puppy,0.6123689413070679,speech2vec
lizard,bee,0.6078457832336426,word2vec
lizard,bee,0.4745499789714813,speech2vec
lizard,rainbow,0.32735374569892883,word2vec
lizard,rainbow,0.3163229823112488,speech2vec
lizard,bunny,0.5118188261985779,word2vec
lizard,bunny,0.4949069619178772,speech2vec
lizard,gopher,0.44558238983154297,word2vec
lizard,gopher,0.2636367380619049,speech2vec
lizard,wolf,0.7135888934135437,word2vec
lizard,wolf,0.5918939113616943,speech2vec
lizard,cricket,0.6212615966796875,word2vec
lizard,cricket,0.40877607464790344,speech2vec
lizard,spider,0.7156578302383423,word2vec
lizard,spider,0.7190880179405212,speech2vec
lizard,tarantula,0.0,word2vec
lizard,tarantula,0.0,speech2vec
lizard,sloth,0.22965854406356812,word2vec
lizard,sloth,0.3294631242752075,speech2vec
lizard,wildebeest,0.0,word2vec
lizard,wildebeest,0.0,speech2vec
lizard,oscar,0.34600111842155457,word2vec
lizard,oscar,0.2648237347602844,speech2vec
lizard,macaw,0.0,word2vec
lizard,macaw,0.0,speech2vec
lizard,panther,0.7290376424789429,word2vec
lizard,panther,0.6463158130645752,speech2vec
lizard,flea,0.56393963098526,word2vec
lizard,flea,0.5319955348968506,speech2vec
lizard,possum,0.6193687915802002,word2vec
lizard,possum,0.6148415803909302,speech2vec
lizard,meerkat,0.0,word2vec
lizard,meerkat,0.0,speech2vec
lizard,manatee,0.0,word2vec
lizard,manatee,0.0,speech2vec
lizard,barracuda,0.0,word2vec
lizard,barracuda,0.0,speech2vec
lizard,dragon,0.5438336730003357,word2vec
lizard,dragon,0.5516414642333984,speech2vec
lizard,pegasus,0.5094794631004333,word2vec
lizard,pegasus,0.4969146251678467,speech2vec
lizard,stegosaurus,0.0,word2vec
lizard,stegosaurus,0.0,speech2vec
lizard,triceratops,0.0,word2vec
lizard,triceratops,0.0,speech2vec
lizard,monster,0.631989061832428,word2vec
lizard,monster,0.6045423150062561,speech2vec
lizard,piranha,0.0,word2vec
lizard,piranha,0.0,speech2vec
lizard,tortoise,0.7026575803756714,word2vec
lizard,tortoise,0.6247652769088745,speech2vec
lizard,lioness,0.3867100477218628,word2vec
lizard,lioness,0.5891444683074951,speech2vec
lizard,orangutan,0.0,word2vec
lizard,orangutan,0.0,speech2vec
lizard,badger,0.6696005463600159,word2vec
lizard,badger,0.5064152479171753,speech2vec
lizard,pilgrim,0.1574016809463501,word2vec
lizard,pilgrim,0.35114312171936035,speech2vec
lizard,turkey,0.4865836501121521,word2vec
lizard,turkey,0.3098137080669403,speech2vec
lizard,bug,0.6096681356430054,word2vec
lizard,bug,0.5045667886734009,speech2vec
lizard,hog,0.5779321193695068,word2vec
lizard,hog,0.39483514428138733,speech2vec
lizard,scorpion,0.5758862495422363,word2vec
lizard,scorpion,0.5249975919723511,speech2vec
lizard,chipmunk,0.601642906665802,word2vec
lizard,chipmunk,0.5194540023803711,speech2vec
lizard,skunk,0.6501429080963135,word2vec
lizard,skunk,0.6007695198059082,speech2vec
lizard,waterbug,0.0,word2vec
lizard,waterbug,0.0,speech2vec
lizard,killer,0.6164980530738831,word2vec
lizard,killer,0.5266937017440796,speech2vec
lizard,owl,0.6811372637748718,word2vec
lizard,owl,0.452216237783432,speech2vec
lizard,buck,0.39546459913253784,word2vec
lizard,buck,0.47513970732688904,speech2vec
lizard,bobcat,0.0,word2vec
lizard,bobcat,0.0,speech2vec
lizard,shepherd,0.5223416090011597,word2vec
lizard,shepherd,0.3452759385108948,speech2vec
lizard,kitten,0.6812663078308105,word2vec
lizard,kitten,0.5144412517547607,speech2vec
lizard,cougar,0.4671308994293213,word2vec
lizard,cougar,0.5184932351112366,speech2vec
lizard,caribou,0.0,word2vec
lizard,caribou,0.6181290149688721,speech2vec
lizard,crane,0.6275069713592529,word2vec
lizard,crane,0.5026910305023193,speech2vec
lizard,dragonfly,0.0,word2vec
lizard,dragonfly,0.0,speech2vec
lizard,catfish,0.0,word2vec
lizard,catfish,0.0,speech2vec
lizard,tigerfish,0.0,word2vec
lizard,tigerfish,0.0,speech2vec
lizard,gazelle,0.27558809518814087,word2vec
lizard,gazelle,0.3412822484970093,speech2vec
lizard,bull,0.5565731525421143,word2vec
lizard,bull,0.4951432943344116,speech2vec
lizard,oxen,0.44683974981307983,word2vec
lizard,oxen,0.3074435293674469,speech2vec
lizard,boar,0.6635690927505493,word2vec
lizard,boar,0.6042360067367554,speech2vec
lizard,warthog,0.0,word2vec
lizard,warthog,0.0,speech2vec
lizard,saber_tooth_cat,0.0,word2vec
lizard,saber_tooth_cat,0.0,speech2vec
lizard,squid,0.0,word2vec
lizard,squid,0.0,speech2vec
lizard,cub,0.6036202311515808,word2vec
lizard,cub,0.5796072483062744,speech2vec
lizard,prairie,0.4183109998703003,word2vec
lizard,prairie,0.40903565287590027,speech2vec
lizard,chick,0.6564472913742065,word2vec
lizard,chick,0.5217779278755188,speech2vec
lizard,hen,0.6686798930168152,word2vec
lizard,hen,0.5596522092819214,speech2vec
lizard,bulldog,0.6775269508361816,word2vec
lizard,bulldog,0.6052653193473816,speech2vec
cat,hawk,0.6904674768447876,word2vec
cat,hawk,0.6053999662399292,speech2vec
cat,dog,0.874578595161438,word2vec
cat,dog,0.8628857731819153,speech2vec
cat,turtle,0.6602751016616821,word2vec
cat,turtle,0.5540841817855835,speech2vec
cat,jellyfish,0.5484826564788818,word2vec
cat,jellyfish,0.4802844226360321,speech2vec
cat,bear,0.48569822311401367,word2vec
cat,bear,0.41107630729675293,speech2vec
cat,ant,0.5232688784599304,word2vec
cat,ant,0.5773366689682007,speech2vec
cat,mosquito,0.5692557096481323,word2vec
cat,mosquito,0.5525243282318115,speech2vec
cat,frog,0.6968268156051636,word2vec
cat,frog,0.6177064776420593,speech2vec
cat,tadpole,0.0,word2vec
cat,tadpole,0.5414077639579773,speech2vec
cat,fish,0.5811393857002258,word2vec
cat,fish,0.6330655813217163,speech2vec
cat,shark,0.44646331667900085,word2vec
cat,shark,0.5356405973434448,speech2vec
cat,dolphin,0.45622825622558594,word2vec
cat,dolphin,0.4965720772743225,speech2vec
cat,gorilla,0.49931225180625916,word2vec
cat,gorilla,0.573585033416748,speech2vec
cat,monkey,0.6905589699745178,word2vec
cat,monkey,0.7201203107833862,speech2vec
cat,fly,0.5482908487319946,word2vec
cat,fly,0.3917614817619324,speech2vec
cat,eagle,0.613396406173706,word2vec
cat,eagle,0.5619810819625854,speech2vec
cat,toad,0.700036883354187,word2vec
cat,toad,0.6453273296356201,speech2vec
cat,rat,0.7629483342170715,word2vec
cat,rat,0.655820369720459,speech2vec
cat,mouse,0.7996427416801453,word2vec
cat,mouse,0.7187752723693848,speech2vec
cat,gerbil,0.0,word2vec
cat,gerbil,0.0,speech2vec
cat,groundhog,0.0,word2vec
cat,groundhog,0.0,speech2vec
cat,fox,0.7136330008506775,word2vec
cat,fox,0.6579416990280151,speech2vec
cat,raccoon,0.0,word2vec
cat,raccoon,0.0,speech2vec
cat,deer,0.6181310415267944,word2vec
cat,deer,0.5157396793365479,speech2vec
cat,squirrel,0.7043970227241516,word2vec
cat,squirrel,0.6143031716346741,speech2vec
cat,rabbit,0.7525730133056641,word2vec
cat,rabbit,0.7131738662719727,speech2vec
cat,bluejay,0.0,word2vec
cat,bluejay,0.0,speech2vec
cat,peacock,0.5494329929351807,word2vec
cat,peacock,0.4154563844203949,speech2vec
cat,giraffe,0.0,word2vec
cat,giraffe,0.0,speech2vec
cat,elephant,0.6272106170654297,word2vec
cat,elephant,0.5152779817581177,speech2vec
cat,zebra,0.0,word2vec
cat,zebra,0.5982027053833008,speech2vec
cat,horse,0.47912871837615967,word2vec
cat,horse,0.3436327576637268,speech2vec
cat,iguana,0.0,word2vec
cat,iguana,0.0,speech2vec
cat,penguin,0.3720655143260956,word2vec
cat,penguin,0.40298372507095337,speech2vec
cat,buffalo,0.4673674702644348,word2vec
cat,buffalo,0.4545072913169861,speech2vec
cat,kangaroo,0.6098253726959229,word2vec
cat,kangaroo,0.6333097219467163,speech2vec
cat,goose,0.6924995183944702,word2vec
cat,goose,0.6710213422775269,speech2vec
cat,duck,0.7624123692512512,word2vec
cat,duck,0.6789172291755676,speech2vec
cat,swan,0.516349196434021,word2vec
cat,swan,0.46399229764938354,speech2vec
cat,chimp,0.0,word2vec
cat,chimp,0.0,speech2vec
cat,lion,0.6809057593345642,word2vec
cat,lion,0.6376705169677734,speech2vec
cat,tiger,0.7247676253318787,word2vec
cat,tiger,0.7042138576507568,speech2vec
cat,wombat,0.0,word2vec
cat,wombat,0.0,speech2vec
cat,goat,0.7064537405967712,word2vec
cat,goat,0.6264901161193848,speech2vec
cat,platypus,0.0,word2vec
cat,platypus,0.0,speech2vec
cat,firefly,0.3653431534767151,word2vec
cat,firefly,0.3863633871078491,speech2vec
cat,bird,0.7113120555877686,word2vec
cat,bird,0.6751700639724731,speech2vec
cat,moose,0.6048776507377625,word2vec
cat,moose,0.5449048280715942,speech2vec
cat,crow,0.6608697772026062,word2vec
cat,crow,0.667777955532074,speech2vec
cat,caterpillar,0.5894289016723633,word2vec
cat,caterpillar,0.42443904280662537,speech2vec
cat,butterfly,0.5487285852432251,word2vec
cat,butterfly,0.47225797176361084,speech2vec
cat,moth,0.5802569389343262,word2vec
cat,moth,0.4788877069950104,speech2vec
cat,hamster,0.0,word2vec
cat,hamster,0.0,speech2vec
cat,sheep,0.5654594898223877,word2vec
cat,sheep,0.5060400366783142,speech2vec
cat,pig,0.7289425134658813,word2vec
cat,pig,0.683390736579895,speech2vec
cat,pony,0.42391544580459595,word2vec
cat,pony,0.34804415702819824,speech2vec
cat,lamb,0.6076112985610962,word2vec
cat,lamb,0.5861225128173828,speech2vec
cat,chicken,0.6114731431007385,word2vec
cat,chicken,0.6109038591384888,speech2vec
cat,rooster,0.6662911176681519,word2vec
cat,rooster,0.5437259078025818,speech2vec
cat,hippo,0.0,word2vec
cat,hippo,0.0,speech2vec
cat,bat,0.6571537256240845,word2vec
cat,bat,0.5379334092140198,speech2vec
cat,snake,0.6751185059547424,word2vec
cat,snake,0.7047975659370422,speech2vec
cat,whale,0.4472518563270569,word2vec
cat,whale,0.4754560589790344,speech2vec
cat,cow,0.6153357028961182,word2vec
cat,cow,0.5867627263069153,speech2vec
cat,flamingo,0.0,word2vec
cat,flamingo,0.0,speech2vec
cat,alligator,0.618500828742981,word2vec
cat,alligator,0.6735588312149048,speech2vec
cat,octopus,0.0,word2vec
cat,octopus,0.0,speech2vec
cat,ostrich,0.5511681437492371,word2vec
cat,ostrich,0.4598119854927063,speech2vec
cat,hyena,0.5691314935684204,word2vec
cat,hyena,0.546220064163208,speech2vec
cat,guinea,0.6333794593811035,word2vec
cat,guinea,0.5583459734916687,speech2vec
cat,crocodile,0.6585597395896912,word2vec
cat,crocodile,0.6665610074996948,speech2vec
cat,cheetah,0.0,word2vec
cat,cheetah,0.0,speech2vec
cat,parakeet,0.5131111145019531,word2vec
cat,parakeet,0.4494848847389221,speech2vec
cat,capybara,0.0,word2vec
cat,capybara,0.0,speech2vec
cat,emu,0.0,word2vec
cat,emu,0.0,speech2vec
cat,elk,0.6265702843666077,word2vec
cat,elk,0.5266684889793396,speech2vec
cat,antelope,0.5978732109069824,word2vec
cat,antelope,0.5018423795700073,speech2vec
cat,shrimp,0.0,word2vec
cat,shrimp,0.5710822343826294,speech2vec
cat,crab,0.690041720867157,word2vec
cat,crab,0.5399437546730042,speech2vec
cat,lobster,0.5880412459373474,word2vec
cat,lobster,0.43618297576904297,speech2vec
cat,falcon,0.6185643672943115,word2vec
cat,falcon,0.6181578040122986,speech2vec
cat,raven,0.6227430701255798,word2vec
cat,raven,0.5548182725906372,speech2vec
cat,gecko,0.0,word2vec
cat,gecko,0.0,speech2vec
cat,mammoth,0.47699078917503357,word2vec
cat,mammoth,0.41527897119522095,speech2vec
cat,stingray,0.0,word2vec
cat,stingray,0.0,speech2vec
cat,angelfish,0.0,word2vec
cat,angelfish,0.0,speech2vec
cat,clownfish,0.0,word2vec
cat,clownfish,0.0,speech2vec
cat,seahorse,0.0,word2vec
cat,seahorse,0.0,speech2vec
cat,seadragon,0.0,word2vec
cat,seadragon,0.0,speech2vec
cat,polar,0.23275479674339294,word2vec
cat,polar,0.25330522656440735,speech2vec
cat,sealion,0.0,word2vec
cat,sealion,0.0,speech2vec
cat,seal,0.3389444351196289,word2vec
cat,seal,0.3861556053161621,speech2vec
cat,panda,0.0,word2vec
cat,panda,0.0,speech2vec
cat,mule,0.463773638010025,word2vec
cat,mule,0.2780701220035553,speech2vec
cat,koala,0.0,word2vec
cat,koala,0.0,speech2vec
cat,lemur,0.0,word2vec
cat,lemur,0.0,speech2vec
cat,ring_tailed,0.0,word2vec
cat,ring_tailed,0.0,speech2vec
cat,wallaby,0.0,word2vec
cat,wallaby,0.0,speech2vec
cat,rhino,0.0,word2vec
cat,rhino,0.0,speech2vec
cat,stork,0.6433862447738647,word2vec
cat,stork,0.47886162996292114,speech2vec
cat,fowl,0.6702115535736084,word2vec
cat,fowl,0.6355016827583313,speech2vec
cat,kudu,0.0,word2vec
cat,kudu,0.0,speech2vec
cat,donkey,0.6523634195327759,word2vec
cat,donkey,0.5648244619369507,speech2vec
cat,ox,0.5410556793212891,word2vec
cat,ox,0.5294349193572998,speech2vec
cat,pelican,0.0,word2vec
cat,pelican,0.599760115146637,speech2vec
cat,grizzly,0.5488696098327637,word2vec
cat,grizzly,0.5898265838623047,speech2vec
cat,toucan,0.0,word2vec
cat,toucan,0.0,speech2vec
cat,ape,0.5425223112106323,word2vec
cat,ape,0.5467580556869507,speech2vec
cat,insect,0.6229826211929321,word2vec
cat,insect,0.6448262333869934,speech2vec
cat,ladybug,0.5483030080795288,word2vec
cat,ladybug,0.43622931838035583,speech2vec
cat,beetle,0.7796419262886047,word2vec
cat,beetle,0.6621788740158081,speech2vec
cat,worm,0.6267763376235962,word2vec
cat,worm,0.49942511320114136,speech2vec
cat,anteater,0.0,word2vec
cat,anteater,0.0,speech2vec
cat,human,0.37195953726768494,word2vec
cat,human,0.4351523518562317,speech2vec
cat,robin,0.4212363362312317,word2vec
cat,robin,0.25594988465309143,speech2vec
cat,cardinal,0.40868622064590454,word2vec
cat,cardinal,0.32866472005844116,speech2vec
cat,UNKNOWN,0.0,word2vec
cat,UNKNOWN,0.0,speech2vec
cat,baboon,0.0,word2vec
cat,baboon,0.6074097752571106,speech2vec
cat,girdle,0.3699052333831787,word2vec
cat,girdle,0.3210981488227844,speech2vec
cat,coyote,0.672732949256897,word2vec
cat,coyote,0.6086691617965698,speech2vec
cat,walrus,0.4192332625389099,word2vec
cat,walrus,0.535006582736969,speech2vec
cat,eel,0.5578204393386841,word2vec
cat,eel,0.5777757167816162,speech2vec
cat,camel,0.5718174576759338,word2vec
cat,camel,0.4349331259727478,speech2vec
cat,leopard,0.6034809350967407,word2vec
cat,leopard,0.6246939301490784,speech2vec
cat,parrot,0.6999886631965637,word2vec
cat,parrot,0.663156270980835,speech2vec
cat,ferret,0.5258985161781311,word2vec
cat,ferret,0.543845534324646,speech2vec
cat,jaguar,0.0,word2vec
cat,jaguar,0.5950950980186462,speech2vec
cat,beaver,0.49354270100593567,word2vec
cat,beaver,0.44736021757125854,speech2vec
cat,porcupine,0.45437753200531006,word2vec
